 
,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1302,Sead Kolašinac\Sead-Kolasinac,ba BIH,DFMF,Schalke 04,de Bundesliga,27-312,1993,13.8,4,0,0,18,11,2,19,31,9,0,1,0,122,13,19,40.6,Matches
1303,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FW,Nantes,fr Ligue 1,22-144,1998,29.8,3,0,0,59,61,20,28,14,18,2,0,0,146,57,138,29.2,Matches
1304,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29-209,1991,19.9,3,1,0,25,7,0,8,28,18,0,0,0,222,48,30,61.5,Matches
1305,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,25-122,1995,26.0,5,0,0,22,22,2,37,25,39,0,2,0,212,25,29,46.3,Matches
1306,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,21-338,1999,7.0,1,0,0,10,14,0,0,10,5,0,1,0,67,28,10,73.7,Matches
1307,Moussa Konaté\Moussa-Konate,sn SEN,FW,Dijon,fr Ligue 1,28-025,1993,11.2,4,0,0,20,22,12,3,6,1,0,0,0,42,22,46,32.4,Matches
1308,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,28-072,1993,5.2,4,0,0,15,8,0,0,6,19,0,0,0,65,4,7,36.4,Matches
1309,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,28-072,1993,4.9,1,0,0,8,10,0,1,4,10,0,0,0,41,5,6,45.5,Matches
1310,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,32-086,1989,9.6,2,0,0,9,8,0,1,6,7,0,1,0,99,24,13,64.9,Matches
1311,Moussa Koné\Moussa-Kone,sn SEN,FW,Nîmes,fr Ligue 1,24-119,1996,16.1,1,0,0,19,37,12,4,5,10,0,0,0,61,14,66,17.5,Matches
1312,Youssouf Koné\Youssouf-Kone,ml MLI,DFFW,Elche,es La Liga,25-297,1995,0.8,0,0,0,1,2,1,1,1,0,0,0,0,5,0,1,0.0,Matches
1313,Terence Kongolo\Terence-Kongolo,nl NED,DF,Fulham,eng Premier League,27-073,1994,1.0,0,0,0,1,1,0,1,0,4,0,0,0,8,2,3,40.0,Matches
1314,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,eng Premier League,23-187,1997,29.5,3,0,0,17,44,1,1,17,18,0,1,0,254,80,52,60.6,Matches
1315,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35-230,1985,23.6,3,0,0,12,25,2,0,39,18,1,0,0,233,60,36,62.5,Matches
1316,Filip Kostić\Filip-Kostic,rs SRB,DF,Eint Frankfurt,de Bundesliga,28-178,1992,25.2,3,0,0,19,19,4,196,28,29,0,0,0,214,20,19,51.3,Matches
1317,Christian Kouamé\Christian-Kouame,ci CIV,FW,Fiorentina,it Serie A,23-143,1997,10.1,4,0,0,23,29,5,5,3,10,0,0,0,46,40,45,47.1,Matches
1318,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,DFMF,Bayern Munich,de Bundesliga,18-325,2002,1.3,1,0,0,3,4,0,0,1,1,0,0,0,13,7,0,100.0,Matches
1319,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,29-312,1991,23.5,10,1,1,27,9,0,6,29,29,0,0,0,208,34,30,53.1,Matches
1320,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,es La Liga,22-167,1998,28.1,4,0,0,19,22,3,12,31,21,0,2,0,268,106,63,62.7,Matches
1321,Boubakar Kouyaté\Boubakar-Kouyate,ml MLI,DF,Metz,fr Ligue 1,24-013,1997,20.4,9,0,0,37,29,3,0,44,33,0,2,0,155,99,39,71.7,Matches
1322,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,eng Premier League,31-128,1989,28.7,1,0,0,26,11,0,2,32,28,0,0,0,269,84,43,66.1,Matches
1323,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,26-357,1994,18.8,3,0,0,14,28,0,6,21,31,0,0,0,144,11,10,52.4,Matches
1324,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,FW,Atalanta,it Serie A,25-073,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
1325,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26-269,1994,10.5,3,0,0,8,9,1,11,15,17,0,0,0,81,18,20,47.4,Matches
1326,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,29-313,1991,23.4,2,0,0,4,39,9,51,10,5,0,0,0,135,6,20,23.1,Matches
1327,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,30-068,1991,21.7,5,0,0,30,19,0,3,34,34,0,0,0,262,27,30,47.4,Matches
1328,Jean-Philippe Krasso\Jean-Philippe-Krasso,fr FRA,FW,Saint-Étienne,fr Ligue 1,23-285,1997,2.5,0,0,0,3,4,5,3,3,3,0,0,0,11,2,5,28.6,Matches
1329,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,31-114,1990,22.5,6,0,0,25,31,1,39,22,24,0,0,0,145,16,8,66.7,Matches
1330,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,eng Premier League,25-242,1995,6.1,0,0,0,6,12,0,5,2,10,0,0,0,70,8,13,38.1,Matches
1331,Rade Krunić\Rade-Krunic,ba BIH,MFFW,Milan,it Serie A,27-203,1993,7.2,2,0,0,10,18,2,2,4,13,0,1,0,54,10,11,47.6,Matches
1332,Max Kruse\Max-Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33-040,1988,15.8,0,0,0,5,12,6,24,5,4,0,0,0,84,18,35,34.0,Matches
1333,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,28-241,1992,7.7,2,0,0,13,9,0,13,11,12,0,0,0,82,21,6,77.8,Matches
1334,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Villarreal,es La Liga,19-328,2001,3.3,2,1,1,3,12,0,10,2,3,0,0,0,25,1,3,25.0,Matches
1335,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Getafe,es La Liga,19-328,2001,7.3,1,0,0,16,18,3,10,10,5,0,0,0,42,5,21,19.2,Matches
1336,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,34-061,1987,24.1,7,0,0,63,68,4,13,25,39,0,0,0,172,83,54,60.6,Matches
1337,Kuki\Kuki,es ESP,MF,Valladolid,es La Liga,22-358,1998,0.3,0,0,0,1,0,0,1,0,1,0,0,0,3,1,1,50.0,Matches
1338,Dejan Kulusevski\Dejan-Kulusevski,se SWE,FWMF,Juventus,it Serie A,21-003,2000,18.1,6,0,0,32,25,3,40,9,20,0,0,0,123,10,32,23.8,Matches
1339,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Roma,it Serie A,21-079,2000,10.9,5,0,0,21,9,0,1,11,6,0,0,0,79,21,9,70.0,Matches
1340,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,25-276,1995,5.7,1,0,0,10,9,1,3,7,6,0,0,0,74,1,3,25.0,Matches
1341,Fabian Kunze\Fabian-Kunze,de GER,MF,Arminia,de Bundesliga,22-318,1998,13.9,5,0,0,36,24,0,3,15,26,0,0,0,182,48,15,76.2,Matches
1342,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,Parma,it Serie A,32-108,1989,26.8,4,0,0,38,33,3,47,28,30,0,0,0,211,31,26,54.4,Matches
1343,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,28-236,1992,13.6,4,1,0,33,6,1,33,23,15,0,0,0,133,29,15,65.9,Matches
1344,Dereck Kutesa\Dereck-Kutesa,ch SUI,MFFW,Reims,fr Ligue 1,23-143,1997,6.6,2,0,0,12,12,5,14,4,7,0,0,0,24,6,8,42.9,Matches
1345,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,21-058,2000,1.2,1,0,0,2,1,0,2,0,0,0,0,0,4,5,6,45.5,Matches
1346,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24-019,1997,7.5,3,0,0,11,10,0,13,12,7,0,0,0,82,20,5,80.0,Matches
1347,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,25-053,1996,3.8,0,0,0,5,6,2,4,4,3,0,0,0,13,11,30,26.8,Matches
1348,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,26-360,1994,32.6,3,0,0,58,29,6,50,14,30,0,0,0,198,115,116,49.8,Matches
1349,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,29-335,1991,20.8,3,0,0,35,53,9,4,14,18,1,0,0,96,30,58,34.1,Matches
1350,Tom Lacoux\Tom-Lacoux,fr FRA,MF,Bordeaux,fr Ligue 1,19-093,2002,2.8,2,1,1,9,0,0,2,6,8,0,0,0,27,2,2,50.0,Matches
1351,Maxence Lacroix\Maxence-Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21-022,2000,25.8,5,0,0,22,24,1,7,59,33,0,0,0,320,61,55,52.6,Matches
1352,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,22-095,1999,34.0,2,0,0,1,7,0,0,0,0,0,1,0,165,0,0,,Matches
1353,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,31-174,1989,25.2,5,1,0,24,8,1,3,20,15,0,0,0,208,51,29,63.8,Matches
1354,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28-244,1992,27.8,2,0,0,25,20,1,77,34,35,1,2,0,193,35,30,53.8,Matches
1355,Diego Lainez\Diego-Lainez,mx MEX,FWMF,Betis,es La Liga,20-323,2000,7.9,3,0,0,11,21,1,18,13,5,0,0,0,49,8,8,50.0,Matches
1356,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,29-207,1991,20.4,1,0,0,20,16,1,62,13,15,0,0,0,160,18,22,45.0,Matches
1357,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,eng Premier League,32-353,1988,16.5,0,0,0,16,19,3,15,16,24,0,1,0,148,13,32,28.9,Matches
1358,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,29-055,1992,7.6,6,1,1,24,10,0,9,4,11,0,0,0,47,5,16,23.8,Matches
1359,Sam Lammers\Sam-Lammers,nl NED,FWMF,Atalanta,it Serie A,23-363,1997,2.8,0,0,0,5,3,2,0,0,3,0,0,0,16,9,9,50.0,Matches
1360,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,20-210,2000,9.8,4,1,1,21,28,1,30,13,10,2,1,0,83,5,12,29.4,Matches
1361,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,28-358,1992,14.1,2,1,0,18,7,0,0,16,12,0,2,0,93,31,22,58.5,Matches
1362,Michael Langer\Michael-Langer,at AUT,GK,Schalke 04,de Bundesliga,36-112,1985,2.7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
1363,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,28-072,1993,4.8,1,0,0,7,10,2,1,5,5,0,0,0,47,1,9,10.0,Matches
1364,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Benevento,it Serie A,31-080,1990,24.3,2,0,0,40,55,26,15,7,17,3,0,0,103,35,87,28.7,Matches
1365,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,26-336,1994,12.9,1,0,0,8,9,2,0,8,5,0,1,0,125,42,16,72.4,Matches
1366,Julien Laporte\Julien-Laporte,fr FRA,DF,Lorient,fr Ligue 1,27-175,1993,27.0,5,0,0,26,17,0,0,42,39,1,3,0,238,83,36,69.7,Matches
1367,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,36-353,1984,31.8,8,0,0,33,14,1,3,41,21,0,1,0,305,82,60,57.7,Matches
1368,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,24-064,1997,31.0,1,0,0,0,6,0,0,1,0,0,0,0,154,0,0,,Matches
1369,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,28-261,1992,12.3,1,0,0,20,11,9,10,7,3,0,0,0,54,19,38,33.3,Matches
1370,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Hellas Verona,it Serie A,28-261,1992,12.3,0,0,0,24,19,20,7,4,0,0,0,0,41,18,51,26.1,Matches
1371,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27-168,1993,18.1,4,0,0,17,9,0,1,15,12,0,0,0,142,53,20,72.6,Matches
1372,Paul Lasne\Paul-Lasne,fr FRA,MF,Brest,fr Ligue 1,32-102,1989,18.7,4,1,0,27,19,1,4,34,36,0,1,0,179,24,21,53.3,Matches
1373,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,23-158,1997,5.5,2,0,0,9,3,1,6,5,4,0,0,1,47,11,8,57.9,Matches
1374,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,31-142,1989,18.3,8,0,0,30,24,1,16,25,30,0,0,0,207,27,37,42.2,Matches
1375,Armand Lauriente\Armand-Lauriente,fr FRA,FWMF,Lorient,fr Ligue 1,22-145,1998,17.3,4,0,0,22,32,7,40,14,16,1,0,0,98,7,20,25.9,Matches
1376,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,31-322,1989,6.9,1,0,0,9,14,0,11,12,8,0,0,0,46,4,7,36.4,Matches
1377,Lauti\Lauti,uy URU,MFFW,Celta Vigo,es La Liga,20-078,2001,0.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,Matches
1378,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,33-246,1987,16.9,3,0,0,37,15,0,2,27,26,0,0,1,155,20,13,60.6,Matches
1379,Valentino Lazaro\Valentino-Lazaro,at AUT,DFFW,M'Gladbach,de Bundesliga,25-035,1996,12.2,3,0,0,7,11,2,24,15,7,0,0,0,98,15,19,44.1,Matches
1380,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,30-225,1990,22.8,3,0,0,9,3,7,80,18,17,0,0,0,203,23,20,53.5,Matches
1381,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,27-150,1993,23.4,2,1,0,24,39,2,80,22,10,0,0,1,134,13,15,46.4,Matches
1382,Jérémy Le Douaron\Jeremy-Le-Douaron,fr FRA,FWMF,Brest,fr Ligue 1,23-007,1998,8.6,0,0,0,18,17,1,10,6,6,1,0,0,66,29,24,54.7,Matches
1383,Enzo Le Fée\Enzo-Le-Fee,fr FRA,MFFW,Lorient,fr Ligue 1,21-084,2000,16.6,5,0,0,23,32,1,16,22,28,0,0,0,121,2,14,12.5,Matches
1384,Vincent Le Goff\Vincent-Le-Goff,fr FRA,DF,Lorient,fr Ligue 1,31-195,1989,21.6,0,0,0,14,8,0,52,32,20,0,0,0,154,22,29,43.1,Matches
1385,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,31-199,1989,1.4,2,0,0,3,1,0,0,0,1,0,0,0,11,4,3,57.1,Matches
1386,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,24-168,1996,26.5,5,1,0,40,17,2,3,29,18,1,1,0,286,112,48,70.0,Matches
1387,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,31-009,1990,9.8,2,1,0,13,9,0,0,13,5,0,0,1,98,25,11,69.4,Matches
1388,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,24-320,1996,2.8,0,0,0,3,0,0,5,0,4,0,0,0,23,2,2,50.0,Matches
1389,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,21-322,1999,18.9,5,0,0,27,20,3,28,3,6,1,0,0,69,40,51,44.0,Matches
1390,Jean-Louis Leca\Jean-Louis-Leca,fr FRA,GK,Lens,fr Ligue 1,35-219,1985,33.8,2,0,0,1,9,0,0,0,0,0,1,0,139,0,0,,Matches
1391,Mathew Leckie\Mathew-Leckie,au AUS,FWDF,Hertha BSC,de Bundesliga,30-083,1991,3.3,0,0,0,10,2,0,4,6,4,0,0,0,35,11,10,52.4,Matches
1392,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,30-002,1991,24.0,1,0,0,1,3,0,0,0,0,0,1,0,140,0,0,,Matches
1393,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Cádiz,es La Liga,28-074,1993,30.0,0,0,0,1,4,0,0,0,0,0,1,0,165,0,0,,Matches
1394,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27-338,1993,21.2,3,0,0,33,23,1,16,29,45,0,0,0,171,14,23,37.8,Matches
1395,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,34-109,1987,19.7,8,0,0,40,19,0,5,41,40,0,0,0,271,38,34,52.8,Matches
1396,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Alavés,es La Liga,29-343,1991,28.5,10,0,0,32,16,2,5,48,23,0,1,0,258,87,41,68.0,Matches
1397,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,es La Liga,27-359,1993,6.0,1,0,0,16,1,2,19,6,8,0,0,0,53,3,7,30.0,Matches
1398,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25-167,1995,14.4,3,0,0,13,23,0,27,12,18,1,0,0,106,7,10,41.2,Matches
1399,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,eng Premier League,27-239,1993,16.1,3,0,0,29,15,0,5,36,28,1,0,0,157,16,22,42.1,Matches
1400,Fabien Lemoine\Fabien-Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34-043,1987,17.8,7,0,0,54,17,0,11,26,36,0,1,0,224,24,21,53.3,Matches
1401,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,25-315,1995,23.6,8,1,1,40,29,6,5,30,23,0,2,1,225,60,36,62.5,Matches
1402,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,29-055,1992,30.8,0,1,0,2,4,0,0,0,0,0,0,1,130,0,0,,Matches
1403,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,26-218,1994,22.6,3,0,0,27,18,2,62,28,38,0,0,0,241,39,34,53.4,Matches
1404,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,34-155,1986,9.9,2,0,0,10,10,4,41,4,7,0,0,0,63,16,16,50.0,Matches
1405,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,32-112,1989,7.7,0,0,0,14,6,5,4,3,3,0,0,0,38,11,32,25.6,Matches
1406,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,27-290,1993,12.9,0,0,0,16,16,3,2,14,20,0,0,0,135,10,14,41.7,Matches
1407,Mehdi Léris\Mehdi-Leris,fr FRA,MFDF,Sampdoria,it Serie A,22-340,1998,2.6,0,0,0,10,2,0,10,8,8,0,0,0,36,8,5,61.5,Matches
1408,Khanya Leshabela\Khanya-Leshabela,za RSA,MF,Leicester City,eng Premier League,21-222,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
1409,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,30-303,1990,15.0,2,0,0,14,14,0,44,16,24,0,0,0,134,12,6,66.7,Matches
1410,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32-250,1988,24.3,4,0,0,41,24,18,19,6,12,2,0,0,106,51,50,50.5,Matches
1411,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23-093,1998,20.3,4,0,0,18,18,1,32,20,26,0,1,0,153,14,18,43.8,Matches
1412,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Metz,fr Ligue 1,23-164,1997,11.2,4,0,0,26,12,2,4,2,5,0,0,0,31,27,47,36.5,Matches
1413,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,33-074,1988,16.9,2,0,0,16,13,0,62,20,26,0,0,0,162,14,28,33.3,Matches
1414,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,24-291,1996,29.3,3,0,0,12,34,3,1,33,14,0,0,0,266,57,41,58.2,Matches
1415,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,21-259,1999,20.2,4,0,0,34,17,1,4,19,16,0,0,0,186,58,28,67.4,Matches
1416,Isaac Lihadji\Isaac-Lihadji,fr FRA,MFDF,Lille,fr Ligue 1,19-018,2002,2.2,0,0,0,3,1,1,5,0,6,0,0,0,23,4,6,40.0,Matches
1417,Dimitris Limnios\Dimitris-Limnios,gr GRE,MFFW,Köln,de Bundesliga,22-336,1998,4.2,0,0,0,5,12,1,9,1,5,0,0,0,28,3,6,33.3,Matches
1418,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,26-285,1994,25.7,0,0,0,23,8,1,0,22,13,0,1,0,245,61,35,63.5,Matches
1419,Karol Linetty\Karol-Linetty,pl POL,MF,Torino,it Serie A,26-085,1995,19.3,4,0,0,30,27,1,6,15,29,0,0,0,159,8,15,34.8,Matches
1420,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,West Ham,eng Premier League,28-134,1992,10.8,2,0,0,18,18,4,14,7,7,2,0,0,63,0,3,0.0,Matches
1421,Pol Lirola\Pol-Lirola,es ESP,DFFW,Fiorentina,it Serie A,23-258,1997,5.5,3,0,0,4,3,1,20,5,5,0,0,0,39,4,5,44.4,Matches
1422,Pol Lirola\Pol-Lirola,es ESP,DF,Marseille,fr Ligue 1,23-258,1997,13.3,1,0,0,12,11,0,42,24,12,0,0,0,106,15,10,60.0,Matches
1423,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,31-165,1989,13.6,2,1,0,30,6,0,4,19,19,0,0,1,141,18,19,48.6,Matches
1424,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,eng Premier League,27-255,1993,10.0,1,0,0,12,7,0,1,26,23,0,0,0,91,25,19,56.8,Matches
1425,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,27-255,1993,1.0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,1,66.7,Matches
1426,Fernando Llorente\Fernando-Llorente,es ESP,FW,Udinese,it Serie A,36-061,1985,7.4,2,0,0,20,11,3,0,4,2,0,0,0,33,46,31,59.7,Matches
1427,Fernando Llorente\Fernando-Llorente,es ESP,FWMF,Napoli,it Serie A,36-061,1985,0.6,0,0,0,3,1,0,1,0,0,0,0,0,3,3,3,50.0,Matches
1428,Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,26-088,1995,28.1,6,0,0,49,31,6,64,27,41,0,0,0,198,24,32,42.9,Matches
1429,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,34-123,1986,33.0,0,0,0,0,3,0,0,0,0,0,0,0,129,0,0,,Matches
1430,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,eng Premier League,25-019,1996,8.1,5,0,0,18,16,0,3,8,15,0,0,0,75,9,16,36.0,Matches
1431,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,26-154,1994,1.7,2,0,0,5,2,0,0,1,1,0,0,0,15,2,2,50.0,Matches
1432,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,23-110,1998,27.1,8,0,0,46,40,0,30,39,43,1,1,0,294,48,41,53.9,Matches
1433,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,23-020,1998,11.8,2,0,0,18,27,2,47,23,14,0,0,0,98,9,12,42.9,Matches
1434,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,25-095,1996,0.7,0,0,0,1,2,0,0,1,0,0,0,0,5,1,3,25.0,Matches
1435,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Fulham,eng Premier League,25-095,1996,20.2,3,0,0,29,47,3,13,21,21,1,0,0,126,43,81,34.7,Matches
1436,Niklas Lomb\Niklas-Lomb,de GER,GK,Leverkusen,de Bundesliga,27-274,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
1437,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,30-253,1990,7.1,2,0,0,8,4,0,1,4,8,0,0,0,88,22,21,51.2,Matches
1438,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,eng Premier League,34-096,1987,2.3,0,0,0,7,6,3,0,2,0,0,0,0,18,15,14,51.7,Matches
1439,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21-038,2000,4.2,0,0,0,3,5,0,3,6,3,0,0,0,44,6,5,54.5,Matches
1440,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23-180,1997,13.2,2,0,0,19,18,0,7,15,16,0,0,0,109,9,14,39.1,Matches
1441,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Fulham,eng Premier League,23-190,1997,26.5,4,0,0,37,52,8,56,24,27,0,0,0,178,6,30,16.7,Matches
1442,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,30-209,1990,34.0,1,0,0,1,7,0,0,0,0,0,1,2,172,0,0,,Matches
1443,Rony Lopes\Rony-Lopes,pt POR,FWMF,Nice,fr Ligue 1,25-121,1995,16.9,1,0,0,13,23,1,31,13,16,0,0,0,96,8,16,33.3,Matches
1444,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,es La Liga,37-178,1983,10.6,2,0,0,13,15,3,33,9,18,0,0,0,89,14,12,53.8,Matches
1445,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,33-110,1988,5.2,0,0,0,3,4,4,7,0,4,0,0,0,34,16,30,34.8,Matches
1446,Javi López\Javi-Lopez,es ESP,DFMF,Alavés,es La Liga,19-117,2002,2.8,1,1,0,3,3,0,11,6,5,0,0,0,31,3,3,50.0,Matches
1447,Maxime Lopez\Maxime-Lopez,fr FRA,FWMF,Marseille,fr Ligue 1,23-145,1997,1.5,1,0,0,4,1,0,1,1,0,0,0,0,6,1,3,25.0,Matches
1448,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Sassuolo,it Serie A,23-145,1997,17.8,7,0,0,21,19,0,11,22,15,0,0,0,118,4,7,36.4,Matches
