 
,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
875,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,33-042,1988,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
876,Philipp Förster\Philipp-Forster,de GER,FWMF,Stuttgart,de Bundesliga,26-083,1995,14.2,2,15,7,46.7,1.06,0.49,0.13,0.29,15.5,0,0,1,3.7,2.8,0.19,-1.7,-0.8,Matches
877,Steven Fortes\Steven-Fortes,cv CPV,DF,Lens,fr Ligue 1,29-011,1992,13.9,0,3,0,0.0,0.22,0.00,0.00,,13.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
878,Yassin Fortune\Yassin-Fortune,fr FRA,FW,Angers,fr Ligue 1,22-088,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
879,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,23-116,1998,0.9,0,1,0,0.0,1.13,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
880,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23-116,1998,4.5,0,3,1,33.3,0.66,0.22,0.00,0.00,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
881,Daam Foulon\Daam-Foulon,be BEL,DF,Benevento,it Serie A,22-036,1999,10.7,0,1,0,0.0,0.09,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
882,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,es La Liga,28-036,1993,23.6,0,5,3,60.0,0.21,0.13,0.00,0.00,16.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
883,Juan Foyth\Juan-Foyth,ar ARG,DFMF,Villarreal,es La Liga,23-106,1998,13.0,0,1,0,0.0,0.08,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
884,Gianluca Frabotta\Gianluca-Frabotta,it ITA,DF,Juventus,it Serie A,21-308,1999,7.7,0,4,2,50.0,0.52,0.26,0.00,0.00,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
885,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,25-234,1995,16.6,0,1,1,100.0,0.06,0.06,0.00,0.00,24.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
886,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,eng Premier League,27-063,1994,10.3,0,13,6,46.2,1.26,0.58,0.00,0.00,21.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
887,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,28-054,1993,23.9,1,24,6,25.0,1.01,0.25,0.04,0.17,22.0,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
888,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,eng Premier League,28-200,1992,6.0,1,3,2,66.7,0.50,0.34,0.33,0.50,14.1,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
889,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,29-013,1992,25.8,2,20,5,25.0,0.77,0.19,0.10,0.40,15.5,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Matches
890,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,23-043,1998,29.6,0,7,1,14.3,0.24,0.03,0.00,0.00,26.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
891,Marvin Friedrich\Marvin-Friedrich,de GER,DF,Union Berlin,de Bundesliga,25-136,1995,31.0,4,21,5,23.8,0.68,0.16,0.19,0.80,12.2,0,0,0,1.2,1.2,0.06,+2.8,+2.8,Matches
892,Jeremie Frimpong\Jeremie-Frimpong,nl NED,DFFW,Leverkusen,de Bundesliga,20-139,2000,4.8,0,3,0,0.0,0.62,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
893,Jorge de Frutos\Jorge-de-Frutos,es ESP,MFFW,Levante,es La Liga,24-067,1997,19.3,4,22,10,45.5,1.14,0.52,0.18,0.40,17.1,0,0,0,3.0,3.0,0.14,+1.0,+1.0,Matches
894,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,35-021,1986,7.8,0,4,0,0.0,0.51,0.00,0.00,,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
895,Angelo Fulgini\Angelo-Fulgini,fr FRA,MF,Angers,fr Ligue 1,24-251,1996,27.5,5,52,20,38.5,1.89,0.73,0.08,0.20,20.2,5,1,1,4.8,4.1,0.08,+0.2,-0.1,Matches
896,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Werder Bremen,de Bundesliga,28-078,1993,7.9,5,22,11,50.0,2.80,1.40,0.14,0.27,13.2,0,2,2,4.8,3.3,0.15,+0.2,-0.3,Matches
897,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,es La Liga,30-054,1991,5.1,0,1,0,0.0,0.20,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
898,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,eng Premier League,25-179,1995,27.6,1,19,3,15.8,0.69,0.11,0.05,0.33,13.3,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
899,Baptiste Gabard\Baptiste-Gabard,fr FRA,MF,Saint-Étienne,fr Ligue 1,21-090,2000,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
900,Matteo Gabbia\Matteo-Gabbia,it ITA,DF,Milan,it Serie A,21-189,1999,6.2,0,5,0,0.0,0.81,0.00,0.00,,13.2,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
901,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,29-153,1991,6.6,2,18,8,44.4,2.74,1.22,0.06,0.13,18.7,1,1,1,2.2,1.5,0.08,-0.2,-0.5,Matches
902,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,DFMF,Hoffenheim,de Bundesliga,26-079,1995,8.8,0,13,2,15.4,1.48,0.23,0.00,0.00,16.3,0,0,0,1.8,1.8,0.14,-1.8,-1.8,Matches
903,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,27-021,1994,12.0,2,14,4,28.6,1.16,0.33,0.14,0.50,15.7,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
904,Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,it Serie A,31-000,1990,19.7,2,17,2,11.8,0.86,0.10,0.12,1.00,12.9,0,0,0,2.0,2.0,0.12,0.0,0.0,Matches
905,Adolfo Gaich\Adolfo-Gaich,ar ARG,FW,Benevento,it Serie A,22-081,1999,6.8,2,19,6,31.6,2.81,0.89,0.11,0.33,12.9,0,0,0,2.3,2.3,0.12,-0.3,-0.3,Matches
906,Andrey Galabinov\Andrey-Galabinov,bg BUL,FW,Spezia,it Serie A,32-152,1988,4.8,3,7,3,42.9,1.47,0.63,0.43,1.00,12.0,0,0,1,2.1,1.4,0.20,+0.9,+1.6,Matches
907,Javi Galán\Javi-Galan,es ESP,DF,Huesca,es La Liga,26-160,1994,30.6,1,5,1,20.0,0.16,0.03,0.20,1.00,23.3,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
908,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,eng Premier League,21-081,2000,23.1,2,27,6,22.2,1.17,0.26,0.07,0.33,20.9,0,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches
909,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,es La Liga,34-228,1986,7.7,0,11,4,36.4,1.42,0.52,0.00,0.00,13.3,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
910,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,33-354,1987,11.4,4,14,7,50.0,1.23,0.61,0.29,0.57,13.6,0,0,0,3.4,3.4,0.24,+0.6,+0.6,Matches
911,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31-214,1989,16.5,2,17,6,35.3,1.03,0.36,0.12,0.33,21.9,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches
912,Ignatius Ganago\Ignatius-Ganago,cm CMR,FW,Lens,fr Ligue 1,22-071,1999,11.2,6,26,13,50.0,2.33,1.17,0.23,0.46,13.8,0,0,0,5.2,5.2,0.20,+0.8,+0.8,Matches
913,Aleix García\Aleix-Garcia,es ESP,MF,Eibar,es La Liga,23-304,1997,4.7,0,3,1,33.3,0.64,0.21,0.00,0.00,17.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
914,Borja García\Borja-Garcia,es ESP,MFFW,Huesca,es La Liga,30-177,1990,12.3,1,13,2,15.4,1.05,0.16,0.08,0.50,19.0,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
915,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,30-339,1990,19.6,0,7,1,14.3,0.36,0.05,0.00,0.00,19.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
916,David García\David-Garcia,es ESP,DF,Osasuna,es La Liga,27-073,1994,30.0,1,14,1,7.1,0.47,0.03,0.07,1.00,11.1,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
917,Eric García\Eric-Garcia,es ESP,DF,Manchester City,eng Premier League,20-109,2001,2.4,0,1,0,0.0,0.41,0.00,0.00,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
918,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,35-002,1986,10.4,0,8,1,12.5,0.77,0.10,0.00,0.00,15.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
919,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,es La Liga,31-363,1989,5.6,1,3,3,100.0,0.54,0.54,0.33,0.33,18.8,1,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
920,Raúl García\Raul-Garcia,es ESP,FWMF,Athletic Club,es La Liga,34-291,1986,18.2,4,41,10,24.4,2.25,0.55,0.05,0.20,17.3,0,2,3,5.4,3.1,0.08,-1.4,-1.1,Matches
921,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,es La Liga,27-288,1993,27.3,3,29,7,24.1,1.06,0.26,0.07,0.29,22.4,2,1,1,3.4,2.7,0.09,-0.4,-0.7,Matches
922,Sergi García\Sergi-Garcia,es ESP,MF,Alavés,es La Liga,22-014,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
923,Unai García\Unai-Garcia,es ESP,DF,Osasuna,es La Liga,29-084,1992,11.2,0,4,0,0.0,0.36,0.00,0.00,,15.0,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
924,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,30-155,1990,18.6,0,15,4,26.7,0.81,0.22,0.00,0.00,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
925,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,eng Premier League,30-193,1990,4.8,1,15,6,40.0,3.12,1.25,0.07,0.17,10.4,1,0,0,1.9,1.9,0.13,-0.9,-0.9,Matches
926,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Elche,es La Liga,29-116,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
927,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,eng Premier League,25-215,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
928,Yann Gboho\Yann-Gboho,fr FRA,MFFW,Rennes,fr Ligue 1,20-104,2001,3.4,0,9,3,33.3,2.67,0.89,0.00,0.00,13.1,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
929,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,30-172,1990,23.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
930,Christian Gebauer\Christian-Gebauer,at AUT,MFFW,Arminia,de Bundesliga,27-129,1993,7.5,1,10,4,40.0,1.33,0.53,0.10,0.25,15.0,0,0,0,2.0,2.0,0.20,-1.0,-1.0,Matches
931,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,34-125,1986,30.7,3,18,7,38.9,0.59,0.23,0.17,0.43,14.7,0,0,0,1.3,1.3,0.07,+1.7,+1.7,Matches
932,Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,de Bundesliga,22-322,1998,7.3,1,7,3,42.9,0.96,0.41,0.14,0.33,20.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
933,Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,de Bundesliga,35-257,1985,8.9,0,5,0,0.0,0.56,0.00,0.00,,17.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
934,Yannick Gerhardt\Yannick-Gerhardt,de GER,MFFW,Wolfsburg,de Bundesliga,27-046,1994,20.2,2,30,11,36.7,1.49,0.54,0.07,0.18,14.8,0,0,0,3.9,3.9,0.13,-1.9,-1.9,Matches
935,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,31-011,1990,9.5,3,8,4,50.0,0.84,0.42,0.38,0.75,8.8,0,0,0,1.8,1.8,0.22,+1.2,+1.2,Matches
936,Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,33-336,1987,19.9,5,28,10,35.7,1.41,0.50,0.18,0.50,14.6,0,0,0,3.8,3.8,0.14,+1.2,+1.2,Matches
937,Willem Geubbels\Willem-Geubbels,fr FRA,FWMF,Monaco,fr Ligue 1,19-255,2001,3.2,1,5,1,20.0,1.58,0.32,0.20,1.00,10.5,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
938,Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,ma MAR,MFFW,Stuttgart,de Bundesliga,30-218,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
939,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,eng Premier League,25-360,1995,12.3,7,44,21,47.7,3.59,1.71,0.09,0.19,20.3,3,3,3,5.8,3.5,0.08,+1.2,+0.5,Matches
940,Paolo Ghiglione\Paolo-Ghiglione,it ITA,DFMF,Genoa,it Serie A,24-085,1997,13.5,0,10,2,20.0,0.74,0.15,0.00,0.00,22.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
941,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DFFW,Napoli,it Serie A,30-086,1991,3.2,0,3,0,0.0,0.93,0.00,0.00,,26.2,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
942,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,eng Premier League,31-214,1989,9.0,0,1,0,0.0,0.11,0.00,0.00,,12.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
943,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,21-091,2000,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
944,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Union Berlin,de Bundesliga,29-214,1991,4.5,0,3,0,0.0,0.66,0.00,0.00,,24.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
945,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33-184,1987,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
946,David Gil\David-Gil,es ESP,GK,Cádiz,es La Liga,27-107,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
947,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,eng Premier League,19-321,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
948,Álvaro Giménez\Alvaro-Gimenez,es ESP,FWMF,Cádiz,es La Liga,29-344,1991,4.5,2,5,2,40.0,1.11,0.44,0.40,1.00,10.6,0,0,0,1.4,1.4,0.28,+0.6,+0.6,Matches
949,Daniel Ginczek\Daniel-Ginczek,de GER,FWMF,Wolfsburg,de Bundesliga,30-015,1991,2.1,0,4,0,0.0,1.87,0.00,0.00,,11.5,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
950,Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,de Bundesliga,27-099,1994,31.0,2,22,8,36.4,0.71,0.26,0.09,0.25,12.0,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
951,Andrei Girotto\Andrei-Girotto,br BRA,DFMF,Nantes,fr Ligue 1,29-070,1992,27.4,1,27,7,25.9,0.98,0.26,0.04,0.14,20.0,2,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches
952,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,34-210,1986,8.0,4,26,10,38.5,3.25,1.25,0.15,0.40,10.8,0,0,0,4.2,4.2,0.16,-0.2,-0.2,Matches
953,Robert Glatzel\Robert-Glatzel,de GER,FW,Mainz 05,de Bundesliga,27-110,1994,3.1,2,12,7,58.3,3.83,2.23,0.17,0.29,12.7,0,0,0,2.8,2.8,0.23,-0.8,-0.8,Matches
954,Kamil Glik\Kamil-Glik,pl POL,DF,Benevento,it Serie A,33-084,1988,30.6,2,25,10,40.0,0.82,0.33,0.08,0.20,9.7,0,0,0,3.0,3.0,0.12,-1.0,-1.0,Matches
955,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,25-288,1995,16.3,9,53,25,47.2,3.26,1.54,0.17,0.36,15.9,0,0,0,7.4,7.4,0.14,+1.6,+1.6,Matches
956,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,eng Premier League,23-103,1998,23.8,0,9,1,11.1,0.38,0.04,0.00,0.00,14.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
957,Diego Godín\Diego-Godin,uy URU,DF,Cagliari,it Serie A,35-071,1986,23.9,1,9,3,33.3,0.38,0.13,0.11,0.33,9.1,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
958,Akaki Gogia\Akaki-Gogia,de GER,FW,Union Berlin,de Bundesliga,29-100,1992,1.6,0,2,2,100.0,1.29,1.29,0.00,0.00,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
959,Amer Gojak\Amer-Gojak,ba BIH,MFFW,Torino,it Serie A,24-074,1997,5.3,1,8,3,37.5,1.52,0.57,0.13,0.33,19.5,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
960,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Genoa,it Serie A,27-177,1993,16.6,0,3,0,0.0,0.18,0.00,0.00,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
961,Vladimir Golemić\Vladimir-Golemic,si SVN,DF,Crotone,it Serie A,29-304,1991,23.8,2,5,2,40.0,0.21,0.08,0.20,0.50,9.9,0,1,1,1.2,0.4,0.08,+0.8,+0.6,Matches
962,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,26-041,1995,20.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
963,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,24-333,1996,10.0,4,24,11,45.8,2.41,1.10,0.17,0.36,18.4,1,0,0,2.7,2.7,0.11,+1.3,+1.3,Matches
964,Tomislav Gomelt\Tomislav-Gomelt,hr CRO,MF,Crotone,it Serie A,26-111,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
965,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,27-272,1993,16.2,0,12,3,25.0,0.74,0.19,0.00,0.00,26.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
966,Dani Gómez\Dani-Gomez,es ESP,FW,Levante,es La Liga,22-272,1998,15.8,2,26,6,23.1,1.64,0.38,0.08,0.33,15.5,0,0,0,2.6,2.6,0.10,-0.6,-0.6,Matches
967,Ibai Gómez\Ibai-Gomez,es ESP,MF,Athletic Club,es La Liga,31-168,1989,2.2,0,2,0,0.0,0.92,0.00,0.00,,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
968,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,23-340,1997,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
969,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,es La Liga,24-257,1996,25.4,5,50,21,42.0,1.97,0.83,0.10,0.24,17.1,4,0,0,5.7,5.7,0.11,-0.7,-0.7,Matches
970,Moi Gómez\Moi-Gomez,es ESP,MFFW,Villarreal,es La Liga,26-309,1994,24.9,3,19,9,47.4,0.76,0.36,0.11,0.22,16.9,0,1,1,3.8,3.0,0.16,-0.8,-1.0,Matches
971,Papu Gómez\Papu-Gomez,ar ARG,FWMF,Atalanta,it Serie A,33-072,1988,7.4,4,29,12,41.4,3.92,1.62,0.14,0.33,19.4,1,0,0,2.2,2.2,0.08,+1.8,+1.8,Matches
972,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Sevilla,es La Liga,33-072,1988,7.4,2,14,7,50.0,1.88,0.94,0.14,0.29,20.6,0,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
973,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,29-031,1992,8.0,0,1,0,0.0,0.13,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
974,Sergio Gómez\Sergio-Gomez,es ESP,FWMF,Huesca,es La Liga,20-236,2000,6.5,0,7,2,28.6,1.08,0.31,0.00,0.00,22.8,2,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
975,Alfred Gomis\Alfred-Gomis,sn SEN,GK,Dijon,fr Ligue 1,27-235,1993,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
976,Alfred Gomis\Alfred-Gomis,sn SEN,GK,Rennes,fr Ligue 1,27-235,1993,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
977,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,es La Liga,32-049,1989,12.7,0,3,1,33.3,0.24,0.08,0.00,0.00,9.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
978,Vagner Gonçalves\Vagner-Goncalves,cv CPV,FWMF,Metz,fr Ligue 1,25-108,1996,9.2,3,17,3,17.6,1.85,0.33,0.06,0.33,17.3,0,2,2,4.0,2.5,0.15,-1.0,-1.5,Matches
979,Álvaro González\Alvaro-Gonzalez,es ESP,DF,Marseille,fr Ligue 1,31-110,1990,27.5,2,14,3,21.4,0.51,0.11,0.14,0.67,9.6,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
980,Bruno González\Bruno-Gonzalez,es ESP,DF,Valladolid,es La Liga,30-339,1990,24.1,1,5,2,40.0,0.21,0.08,0.20,0.50,11.9,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
981,Diego González\Diego-Gonzalez,es ESP,DF,Elche,es La Liga,26-090,1995,11.2,0,3,1,33.3,0.27,0.09,0.00,0.00,7.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
982,Nicolás González\Nicolas-Gonzalez,ar ARG,FWDF,Stuttgart,de Bundesliga,23-022,1998,10.4,6,46,11,23.9,4.43,1.06,0.07,0.27,17.7,0,3,4,8.1,5.2,0.11,-2.1,-2.2,Matches
983,Sergio González\Sergio-Gonzalez,es ESP,MF,Cádiz,es La Liga,23-349,1997,1.0,0,1,0,0.0,1.00,0.00,0.00,,7.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
984,Urko González\Urko-Gonzalez,es ESP,MF,Real Sociedad,es La Liga,20-039,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
985,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,eng Premier League,20-063,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
986,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,de Bundesliga,26-081,1995,18.8,5,39,13,33.3,2.07,0.69,0.13,0.38,15.8,0,0,0,4.0,4.0,0.10,+1.0,+1.0,Matches
987,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,es La Liga,24-267,1996,22.8,0,9,2,22.2,0.40,0.09,0.00,0.00,21.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
988,Robin Gosens\Robin-Gosens,de GER,DF,Atalanta,it Serie A,26-297,1994,23.8,8,41,16,39.0,1.72,0.67,0.20,0.50,11.9,0,0,0,5.4,5.4,0.13,+2.6,+2.6,Matches
989,Amine Gouiri\Amine-Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,21-071,2000,28.4,12,70,29,41.4,2.47,1.02,0.11,0.28,15.9,6,4,4,13.7,10.7,0.15,-1.7,-2.7,Matches
990,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,29-292,1991,28.5,1,6,2,33.3,0.21,0.07,0.17,0.50,23.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
991,Jonathan Gradit\Jonathan-Gradit,fr FRA,DF,Lens,fr Ligue 1,28-155,1992,27.4,0,2,0,0.0,0.07,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
992,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,eng Premier League,23-222,1997,12.3,1,16,9,56.3,1.30,0.73,0.06,0.11,15.0,1,0,0,2.1,2.1,0.13,-1.1,-1.1,Matches
993,Alberto Grassi\Alberto-Grassi,it ITA,MFDF,Parma,it Serie A,26-052,1995,11.5,0,9,3,33.3,0.78,0.26,0.00,0.00,20.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
994,Andrew Gravillon\Andrew-Gravillon,fr FRA,DF,Lorient,fr Ligue 1,23-079,1998,24.2,1,14,4,28.6,0.58,0.16,0.07,0.25,15.7,1,0,0,1.0,1.0,0.07,0.0,0.0,Matches
995,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,eng Premier League,24-304,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,,26.0,1,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
996,Demarai Gray\Demarai-Gray,eng ENG,FW,Leverkusen,de Bundesliga,24-304,1996,3.3,1,12,6,50.0,3.60,1.80,0.08,0.17,16.7,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
