,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Height,,,Body Parts,,,,,Outcomes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
704,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,eng Premier League,22-317,1998,12.6,379,365,14,3,1,55,4,9,0,0,0,0,280,52,47,96,244,14,11,7,274,1,6,13,30,Matches
705,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Crotone,it Serie A,28-149,1992,11.9,542,491,51,21,0,53,14,2,0,0,0,0,380,53,109,33,453,18,30,1,440,1,9,12,11,Matches
706,Alexander Djiku\Alexander-Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,26-262,1994,24.4,1127,1091,36,34,2,93,44,5,0,0,0,0,805,97,225,182,857,56,2,1,969,2,18,11,14,Matches
707,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,28-068,1993,24.8,1464,1392,72,34,1,157,20,6,0,0,0,0,1108,170,186,322,991,69,38,5,1282,1,17,25,31,Matches
708,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,29-094,1992,30.7,928,605,323,121,0,48,52,0,0,0,0,0,217,28,683,630,132,2,0,85,495,3,47,3,2,Matches
709,Ritsu Doan\Ritsu-Doan,jp JPN,MFFW,Arminia,de Bundesliga,22-316,1998,27.9,782,653,129,72,1,173,44,56,46,27,14,1,443,97,242,611,100,36,9,1,494,4,21,22,41,Matches
710,Mihai Dobre\Mihai-Dobre,ro ROU,FWMF,Dijon,fr Ligue 1,22-241,1998,5.0,159,153,6,0,0,43,2,6,0,0,0,0,115,26,18,34,104,7,4,4,119,0,7,6,9,Matches
711,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,eng Premier League,29-102,1992,12.7,743,612,131,10,0,78,10,20,0,0,0,0,427,175,141,38,512,41,121,4,595,2,8,18,20,Matches
712,Jeremy Doku\Jeremy-Doku,be BEL,MFFW,Rennes,fr Ligue 1,18-336,2002,22.1,843,837,6,2,5,160,16,63,0,0,0,0,758,52,33,117,712,5,4,2,686,1,11,32,45,Matches
713,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,23-204,1997,17.4,268,237,31,0,0,71,3,3,0,0,0,0,190,47,31,23,203,12,0,18,213,2,4,1,6,Matches
714,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,28-096,1993,4.5,154,141,13,3,0,27,6,4,8,3,3,1,112,29,13,123,23,5,1,1,129,0,5,1,5,Matches
715,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,30-174,1990,28.0,897,559,338,93,0,58,28,0,0,0,0,0,335,33,529,52,663,0,1,105,623,5,18,4,3,Matches
716,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,22-304,1998,13.9,714,687,27,23,3,76,11,11,0,0,0,0,517,100,97,123,519,48,3,2,615,4,9,11,7,Matches
717,John Donald\John-Donald,es ESP,DF,Elche,es La Liga,20-241,2000,0.6,20,20,0,0,0,2,1,0,0,0,0,0,18,1,1,2,17,1,0,0,19,0,0,0,0,Matches
718,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29-335,1991,0.7,27,26,1,0,0,8,0,0,0,0,0,0,15,8,4,5,14,3,0,1,15,0,0,0,2,Matches
719,Anastasios Donis\Anastasios-Donis,gr GRE,MF,Reims,fr Ligue 1,24-242,1996,1.1,20,20,0,0,0,4,0,3,0,0,0,0,11,6,3,3,14,1,0,1,13,0,0,0,1,Matches
720,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,22-062,1999,32.0,1074,837,237,58,0,67,15,0,0,0,0,0,650,35,389,142,769,0,0,125,842,4,19,2,1,Matches
721,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,eng Premier League,23-130,1997,17.2,1191,1168,23,22,0,108,24,3,0,0,0,0,928,101,162,1047,80,28,1,5,1026,2,17,18,7,Matches
722,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31-332,1989,9.1,312,304,8,1,0,106,3,4,0,0,0,0,152,58,102,20,182,44,1,3,203,2,4,7,12,Matches
723,Lucas Douath\Lucas-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17-266,2003,12.6,516,506,10,10,0,95,9,1,0,0,0,0,424,36,56,61,416,25,0,3,440,0,18,11,9,Matches
724,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,eng Premier League,28-117,1993,23.7,1158,1146,12,9,3,173,13,9,1,0,0,0,904,160,94,144,931,51,2,5,994,2,7,26,25,Matches
725,Cheick Doucouré\Cheick-Doucoure,ml MLI,MF,Lens,fr Ligue 1,21-110,2000,25.5,1273,1257,16,15,3,211,48,1,0,0,0,0,1000,146,127,57,1145,49,0,6,1115,2,13,20,24,Matches
726,Fodé Doucouré\Fode-Doucoure,ml MLI,DF,Reims,fr Ligue 1,20-084,2001,3.6,188,151,37,3,0,12,3,4,0,0,0,0,127,39,22,19,130,4,34,0,144,0,5,10,4,Matches
727,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,28-229,1992,0.9,40,39,1,1,0,12,1,0,0,0,0,0,28,8,4,6,32,1,0,0,35,0,1,1,0,Matches
728,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,Huesca,es La Liga,23-014,1998,7.8,352,344,8,8,0,44,5,0,0,0,0,0,297,34,21,74,261,13,0,3,322,0,5,3,3,Matches
729,Moussa Doumbia\Moussa-Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,26-256,1994,9.3,384,365,19,6,0,51,11,20,11,6,4,0,295,44,45,60,310,8,2,2,312,1,6,12,10,Matches
730,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,24-216,1996,24.3,1241,999,242,11,0,101,17,35,0,0,0,0,781,273,187,853,107,29,231,6,1011,2,28,28,34,Matches
731,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,30-053,1991,9.6,872,792,80,25,1,88,34,5,0,0,0,0,653,102,117,138,636,28,53,2,767,0,13,14,10,Matches
732,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,23-252,1997,32.5,987,640,347,104,0,43,22,0,0,0,0,0,427,46,514,60,740,0,0,154,657,6,18,0,1,Matches
733,Denis Drăguș\Denis-Dragus,ro ROU,FWMF,Crotone,it Serie A,21-296,1999,1.9,64,63,1,0,0,7,2,3,0,0,0,0,48,11,5,4,58,0,0,0,48,0,1,4,5,Matches
734,Radu Drăgușin\Radu-Dragusin,ro ROU,DF,Juventus,it Serie A,19-084,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
735,Mouhamadou Drammeh\Mouhamadou-Drammeh,fr FRA,MF,Reims,fr Ligue 1,21-348,1999,1.9,53,50,3,3,0,7,0,0,0,0,0,0,33,15,5,37,8,6,0,0,43,0,1,2,0,Matches
736,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,27-220,1993,9.5,524,495,29,5,3,88,16,21,20,11,3,0,441,35,48,71,442,1,4,1,451,1,3,16,9,Matches
737,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,30-337,1990,12.6,475,455,20,4,2,107,6,33,0,0,0,0,320,88,67,28,406,19,12,1,360,1,11,10,28,Matches
738,Matthieu Dreyer\Matthieu-Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32-039,1989,15.0,361,215,146,38,0,16,8,0,0,0,0,0,150,14,197,20,274,0,0,43,225,1,10,4,2,Matches
739,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,26-049,1995,23.4,833,789,44,40,0,95,31,2,0,0,0,0,519,92,222,47,677,74,4,4,667,4,16,16,11,Matches
740,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,24-285,1996,0.2,13,12,1,1,0,0,0,0,0,0,0,0,13,0,0,1,12,0,0,0,13,0,0,0,0,Matches
741,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,31-329,1989,19.8,970,928,42,35,0,99,33,2,0,0,0,0,692,74,204,197,695,47,1,5,847,1,10,11,6,Matches
742,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,25-192,1995,24.5,1171,887,284,46,3,150,41,49,17,6,10,0,496,236,439,758,88,67,221,2,821,3,40,27,31,Matches
743,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,26-226,1994,29.0,2028,1604,424,62,1,170,45,120,85,2,53,3,1204,387,437,172,1493,63,277,1,1594,10,29,45,60,Matches
744,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,32-103,1989,8.0,268,162,106,32,0,22,10,0,0,0,0,0,127,7,134,10,209,0,0,41,184,0,12,1,0,Matches
745,Ondrej Duda\Ondrej-Duda,sk SVK,FWMF,Köln,de Bundesliga,26-144,1994,25.2,1124,975,149,55,2,209,74,43,67,27,26,3,657,184,283,128,908,39,2,14,809,12,21,29,35,Matches
746,Unai Dufur\Unai-Dufur,es ESP,DF,Eibar,es La Liga,22-117,1999,0.7,43,28,15,0,0,1,0,0,0,0,0,0,17,17,9,4,20,4,15,0,34,0,1,2,2,Matches
747,Haris Duljević\Haris-Duljevic,ba BIH,MFFW,Nîmes,fr Ligue 1,27-163,1993,8.5,300,284,16,4,0,48,13,14,2,1,0,1,213,38,49,44,241,10,1,1,233,2,7,14,6,Matches
748,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,29-214,1991,8.9,346,292,54,10,0,38,3,7,0,0,0,0,195,49,102,268,11,16,43,0,263,4,7,9,6,Matches
749,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,28-049,1993,1.8,85,80,5,4,0,10,6,1,0,0,0,0,51,16,18,75,3,5,0,0,65,1,1,2,2,Matches
750,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Cagliari,it Serie A,28-049,1993,8.8,408,396,12,10,0,55,10,7,0,0,0,0,289,55,64,364,17,14,2,5,328,2,6,11,8,Matches
751,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,29-158,1991,30.0,1964,1892,72,61,0,133,55,1,0,0,0,0,1480,182,302,124,1671,102,11,24,1761,3,25,19,10,Matches
752,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,eng Premier League,23-191,1997,2.0,89,88,1,1,0,12,3,0,0,0,0,0,48,12,29,27,44,12,0,1,60,0,3,1,0,Matches
753,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28-351,1992,15.7,689,540,149,4,2,103,20,37,0,0,0,0,342,141,206,134,366,24,145,4,481,1,20,16,34,Matches
754,Hugo Duro\Hugo-Duro,es ESP,FW,Real Madrid,es La Liga,21-169,1999,0.6,5,5,0,0,0,3,0,1,0,0,0,0,4,1,0,3,2,0,0,0,5,0,0,0,0,Matches
755,Jean-Kevin Duverne\Jean-Kevin-Duverne,fr FRA,DF,Brest,fr Ligue 1,23-290,1997,19.2,1169,1109,60,38,1,103,37,7,0,0,0,0,820,119,230,180,878,58,21,2,977,3,23,20,10,Matches
756,Paulo Dybala\Paulo-Dybala,ar ARG,FW,Juventus,it Serie A,27-164,1993,9.8,565,487,78,15,0,82,30,21,46,7,24,3,407,67,91,485,58,11,3,7,459,2,5,13,16,Matches
757,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,35-042,1986,16.9,426,392,34,0,3,152,13,12,0,0,0,0,245,108,73,80,257,17,3,19,285,4,7,13,32,Matches
758,Eric Junior Dina Ebimbe\Eric-Junior-Dina-Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,20-158,2000,21.0,629,615,14,6,3,118,18,21,1,0,0,1,485,86,58,84,496,27,7,5,484,3,14,26,30,Matches
759,Steeve-Mike Ebongue\Steeve-Mike-Ebongue,fr FRA,MF,Genoa,it Serie A,20-067,2001,0.4,19,19,0,0,0,3,0,0,0,0,0,0,17,2,0,0,19,0,0,0,15,0,0,0,2,Matches
760,Enzo Ebosse\Enzo-Ebosse,fr FRA,DF,Angers,fr Ligue 1,22-048,1999,2.9,153,140,13,2,0,12,3,3,0,0,0,0,120,11,22,133,7,1,11,0,127,1,2,2,3,Matches
761,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Dijon,fr Ligue 1,32-286,1988,34.0,1671,1610,61,55,0,150,47,1,0,0,0,0,1254,125,292,222,1321,76,6,4,1439,3,20,21,14,Matches
762,Simone Edera\Simone-Edera,it ITA,DFMF,Torino,it Serie A,24-109,1997,0.6,22,17,5,4,0,3,1,2,1,0,1,0,17,1,4,18,4,0,0,0,16,0,0,1,2,Matches
763,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,27-254,1993,32.0,963,775,188,52,1,71,27,0,0,0,0,0,684,42,237,690,134,2,0,128,806,1,15,6,2,Matches
764,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,eng Premier League,23-070,1998,1.3,35,35,0,0,0,5,1,1,0,0,0,0,28,4,3,1,32,2,0,0,30,0,0,0,2,Matches
765,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,eng Premier League,28-190,1992,24.2,925,906,19,17,1,95,21,1,0,0,0,0,614,89,222,119,693,70,2,8,781,1,22,4,7,Matches
766,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22-355,1998,0.4,17,17,0,0,0,5,0,1,0,0,0,0,9,3,5,6,9,2,0,0,11,0,2,0,1,Matches
767,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,24-141,1996,29.7,1205,1167,38,24,5,211,28,12,2,0,1,0,819,153,233,185,917,60,11,3,939,3,18,41,41,Matches
768,Lilian Egloff\Lilian-Egloff,de GER,MF,Stuttgart,de Bundesliga,18-251,2002,0.2,4,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,Matches
769,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,de Bundesliga,25-338,1995,11.7,550,418,132,10,0,67,6,29,0,0,0,0,291,135,124,18,366,31,120,3,404,0,9,10,25,Matches
770,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,31-274,1989,22.2,897,840,57,55,2,138,17,3,0,0,0,0,609,136,152,85,719,61,1,6,741,0,15,14,21,Matches
771,Hugo Ekitike\Hugo-Ekitike,fr FRA,MFFW,Reims,fr Ligue 1,18-312,2002,1.0,26,23,3,0,0,8,0,0,0,0,0,0,20,2,4,1,22,1,0,0,21,0,0,1,0,Matches
772,Niclas Eliasson\Niclas-Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,25-142,1995,17.0,457,362,95,36,0,63,29,57,49,20,22,3,205,77,175,327,78,21,10,2,281,3,8,11,23,Matches
773,Elif Elmas\Elif-Elmas,mk MKD,MFFW,Napoli,it Serie A,21-216,1999,7.8,342,334,8,3,0,51,3,4,2,1,0,0,291,28,23,56,273,10,2,1,310,1,0,7,3,Matches
774,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,33-231,1987,7.8,483,387,96,13,0,52,14,29,0,0,0,0,231,124,128,6,346,35,83,2,367,1,8,13,7,Matches
775,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,28-291,1992,13.2,759,741,18,17,0,94,18,2,0,0,0,0,620,69,70,54,662,34,1,5,701,3,8,4,7,Matches
776,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,27-031,1994,16.2,878,837,41,23,0,90,24,7,0,0,0,0,644,61,173,71,706,57,18,2,748,2,17,5,5,Matches
777,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24-210,1996,25.2,1687,1642,45,38,1,153,36,2,0,0,0,0,1435,118,134,455,1107,76,7,1,1564,1,11,9,17,Matches
778,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,27-176,1993,5.2,159,146,13,13,0,15,7,0,0,0,0,0,83,31,45,15,114,21,0,2,125,3,8,0,1,Matches
779,Sepe Elye Wahi\Sepe-Elye-Wahi,fr FRA,FW,Montpellier,fr Ligue 1,18-116,2003,5.0,85,80,5,0,0,21,1,6,0,0,0,0,61,16,8,9,64,3,1,2,56,0,2,4,5,Matches
780,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,24-073,1997,14.7,420,398,22,3,0,111,4,9,0,0,0,0,303,78,39,43,302,31,0,24,305,5,9,12,23,Matches
781,Emerson\Emerson,br BRA,DF,Betis,es La Liga,22-104,1999,28.2,1667,1370,297,33,1,188,19,61,1,0,0,0,1050,355,262,142,1179,51,263,7,1364,3,27,40,58,Matches
782,Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,it ITA,MF,Atalanta,it Serie A,19-219,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
783,Renaud Emond\Renaud-Emond,be BEL,FW,Nantes,fr Ligue 1,29-144,1991,3.6,78,71,7,0,0,25,0,3,0,0,0,0,40,21,17,6,51,11,1,0,53,0,1,4,1,Matches
784,Alan Empereur\Alan-Empereur,br BRA,DF,Hellas Verona,it Serie A,27-049,1994,2.4,121,118,3,2,0,7,2,0,0,0,0,0,86,13,22,82,28,7,1,0,95,0,2,2,3,Matches
785,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23-331,1997,22.0,368,342,26,0,1,111,4,14,0,0,0,0,185,110,73,208,29,55,3,10,256,1,7,8,18,Matches
786,Keita Endo\Keita-Endo,jp JPN,FWMF,Union Berlin,de Bundesliga,23-157,1997,4.3,93,93,0,0,0,18,1,9,0,0,0,0,58,11,24,25,56,6,0,0,67,0,3,1,4,Matches
787,Wataru Endo\Wataru-Endo,jp JPN,MF,Stuttgart,de Bundesliga,28-078,1993,30.8,1720,1687,33,28,4,348,33,5,0,0,0,0,1329,163,228,307,1285,67,5,7,1448,5,23,42,35,Matches
788,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,31-061,1990,11.2,322,305,17,0,0,122,9,4,1,1,0,0,161,70,91,17,202,35,1,16,245,4,2,6,10,Matches
789,Christian Eriksen\Christian-Eriksen,dk DEN,MF,Inter,it Serie A,29-073,1992,13.1,877,776,101,27,0,118,38,24,72,26,28,7,609,85,183,181,665,19,1,3,712,2,8,16,17,Matches
790,Martin Erlic\Martin-Erlic,hr CRO,DF,Spezia,it Serie A,23-094,1998,18.8,1015,961,54,48,1,95,65,1,0,0,0,0,740,104,171,129,770,80,5,8,867,2,22,13,5,Matches
791,Patrick Erras\Patrick-Erras,de GER,FWMF,Werder Bremen,de Bundesliga,26-097,1995,0.3,31,31,0,0,0,7,0,0,0,0,0,0,16,1,14,8,12,5,0,0,19,0,0,0,2,Matches
792,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Lazio,it Serie A,28-032,1993,7.4,421,414,7,7,0,51,8,0,0,0,0,0,318,46,57,25,354,33,0,0,372,1,5,3,7,Matches
793,Dani Escriche\Dani-Escriche,es ESP,FWMF,Huesca,es La Liga,23-035,1998,8.6,233,226,7,0,1,52,4,4,1,0,0,0,165,35,33,11,195,13,2,0,170,1,4,8,10,Matches
794,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,31-238,1989,4.8,287,232,55,12,1,32,7,10,2,0,1,0,169,50,68,196,28,17,41,0,233,1,6,4,8,Matches
795,Alfonso Espino\Alfonso-Espino,uy URU,DF,Cádiz,es La Liga,29-113,1992,27.2,970,722,248,20,0,125,35,57,1,1,0,0,379,209,382,558,109,50,227,1,628,8,26,30,48,Matches
796,Vicente Esquerdo\Vicente-Esquerdo,es ESP,MF,Valencia,es La Liga,22-116,1999,2.6,97,95,2,1,0,18,5,2,0,0,0,0,69,13,15,85,8,2,1,0,77,1,3,1,3,Matches
797,Nahuel Estévez\Nahuel-Estevez,ar ARG,MF,Spezia,it Serie A,25-165,1995,16.4,808,747,61,22,1,117,39,47,33,2,18,3,538,84,186,67,698,22,6,3,602,6,22,17,28,Matches
798,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Villarreal,es La Liga,23-097,1998,11.5,589,512,77,5,0,68,26,57,0,0,0,0,360,127,102,414,72,24,72,3,460,1,7,13,32,Matches
799,Yoann Etienne\Yoann-Etienne,fr FRA,DF,Lorient,fr Ligue 1,23-344,1997,1.0,38,29,9,0,0,12,0,2,0,0,0,0,14,9,15,21,3,3,9,1,24,0,4,2,2,Matches
800,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,es La Liga,33-179,1987,9.8,289,274,15,14,0,33,13,0,0,0,0,0,147,35,107,91,151,34,1,0,195,0,13,4,5,Matches
801,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,eng Premier League,33-115,1988,26.5,1689,1651,38,34,0,194,29,2,0,0,0,0,1236,148,305,603,945,92,4,3,1478,2,27,27,7,Matches
802,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,es La Liga,24-270,1996,23.8,967,923,44,15,1,173,39,26,24,13,10,1,607,147,213,163,693,77,4,4,725,3,28,31,24,Matches
803,Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Fiorentina,it Serie A,29-034,1992,7.3,310,287,23,8,0,54,17,14,12,6,4,0,201,37,72,55,239,6,3,1,228,1,9,8,15,Matches
804,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,eng Premier League,22-303,1998,24.4,994,897,97,30,1,164,28,24,50,15,20,7,765,92,137,139,823,16,5,1,783,6,12,31,27,Matches
805,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,eng Premier League,36-010,1985,31.0,883,554,329,91,0,42,28,0,0,0,0,0,254,49,580,31,651,2,0,122,528,4,34,5,2,Matches
806,Fabinho\Fabinho,br BRA,DFMF,Liverpool,eng Premier League,27-187,1993,23.5,1757,1716,41,36,2,149,34,2,0,0,0,0,1434,120,203,117,1541,51,5,8,1601,1,12,13,7,Matches
807,Fábio\Fabio,br BRA,DF,Nantes,fr Ligue 1,30-293,1990,16.7,863,675,188,14,1,79,13,22,1,1,0,0,464,174,225,221,398,43,173,3,667,2,19,20,31,Matches
808,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Monaco,fr Ligue 1,33-359,1987,8.9,758,668,90,30,4,89,39,15,53,22,19,5,486,91,181,102,614,23,5,6,602,2,9,9,14,Matches
809,Bandiougou Fadiga\Bandiougou-Fadiga,fr FRA,FWMF,Paris S-G,fr Ligue 1,20-103,2001,0.7,34,33,1,1,1,6,0,1,0,0,0,0,33,0,1,9,24,1,0,0,33,1,0,0,0,Matches
810,Bandiougou Fadiga\Bandiougou-Fadiga,fr FRA,MF,Brest,fr Ligue 1,20-103,2001,0.5,29,27,2,2,0,3,1,1,0,0,0,0,25,1,3,5,24,0,0,0,25,0,1,0,0,Matches
811,Wout Faes\Wout-Faes,be BEL,DF,Reims,fr Ligue 1,23-025,1998,29.2,1472,1443,29,25,1,116,51,0,0,0,0,0,1127,122,223,168,1199,73,4,3,1281,4,24,21,9,Matches
812,Nicolò Fagioli\Nicolo-Fagioli,it ITA,MF,Juventus,it Serie A,20-075,2001,0.2,18,17,1,0,0,1,1,0,1,0,1,0,16,0,2,1,17,0,0,0,17,0,0,0,1,Matches
813,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,32-213,1988,16.8,665,463,202,56,0,41,19,0,0,0,0,0,339,28,298,64,485,0,0,87,459,2,8,2,1,Matches
814,Romain Faivre\Romain-Faivre,fr FRA,MFFW,Brest,fr Ligue 1,22-288,1998,28.3,1314,1160,154,53,3,180,50,40,83,44,18,9,943,155,216,1103,163,21,10,2,1041,5,20,37,34,Matches
815,Fali\Fali,es ESP,DFMF,Cádiz,es La Liga,27-259,1993,25.3,638,583,55,47,2,70,39,13,0,0,0,0,329,79,230,136,436,46,6,2,445,2,22,11,10,Matches
816,Iago Falque\Iago-Falque,es ESP,MFFW,Benevento,it Serie A,31-114,1990,3.4,183,168,15,6,1,34,8,13,8,3,2,2,119,16,48,155,24,2,1,0,137,0,4,1,5,Matches
817,Andri Fannar Baldursson\Andri-Fannar-Baldursson,is ISL,MF,Bologna,it Serie A,19-108,2002,2.3,67,66,1,1,0,10,1,0,0,0,0,0,50,10,7,17,45,2,0,0,52,0,2,3,0,Matches
818,Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,it Serie A,28-075,1993,4.1,225,185,40,3,1,26,3,7,1,1,0,0,125,51,49,56,122,7,36,1,187,0,5,4,5,Matches
819,Davide Faraoni\Davide-Faraoni,it ITA,DF,Hellas Verona,it Serie A,29-185,1991,27.8,1319,1072,247,29,1,150,18,48,1,1,0,0,619,304,396,117,915,39,217,3,946,8,38,56,46,Matches
820,Mohamed Fares\Mohamed-Fares,dz ALG,DF,Lazio,it Serie A,25-072,1996,9.7,432,381,51,7,0,34,9,34,0,0,0,0,267,95,70,322,47,9,44,3,335,1,7,4,20,Matches
821,Diego Farias\Diego-Farias,br BRA,FW,Spezia,it Serie A,30-353,1990,15.2,591,579,12,4,2,103,15,22,4,0,1,0,467,70,54,45,523,11,4,4,478,3,3,22,20,Matches
822,Wuilker Faríñez\Wuilker-Farinez,ve VEN,GK,Lens,fr Ligue 1,23-072,1998,0.2,6,3,3,1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,1,0,1,0,0,Matches
823,Noah Fatar\Noah-Fatar,fr FRA,FWMF,Angers,fr Ligue 1,19-072,2002,0.2,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1,8,1,0,0,0,7,0,0,0,0,Matches
824,Ansu Fati\Ansu-Fati,es ESP,FW,Barcelona,es La Liga,18-179,2002,4.8,205,196,9,1,1,35,0,5,5,3,0,0,177,15,13,15,183,2,1,3,174,0,0,5,7,Matches
825,Julien Faussurier\Julien-Faussurier,fr FRA,DF,Brest,fr Ligue 1,34-104,1987,8.6,488,386,102,7,1,39,26,34,4,0,2,0,233,106,149,33,335,22,91,1,372,0,15,8,22,Matches
826,Andrea Favilli\Andrea-Favilli,it ITA,FW,Hellas Verona,it Serie A,23-346,1997,3.8,82,77,5,0,0,30,2,0,0,0,0,0,51,20,11,49,19,5,0,3,60,0,2,1,3,Matches
827,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,34-042,1987,4.5,307,298,9,7,1,32,9,2,0,0,0,0,239,26,42,55,231,8,2,0,269,0,4,9,4,Matches
828,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Betis,es La Liga,27-284,1993,25.3,1183,1043,140,31,6,207,48,47,73,21,30,2,910,99,174,988,155,12,12,2,963,4,22,19,29,Matches
829,Felipe\Felipe,br BRA,DF,Atlético Madrid,es La Liga,31-347,1989,18.8,863,836,27,22,1,95,24,2,0,0,0,0,650,58,155,119,648,53,5,4,741,3,17,3,5,Matches
