,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
1559,José Mari\Jose-Mari,es ESP,MF,Cádiz,es La Liga,33-143,1987,12.4,509,38,157,299,73,4,482,16,24,66.7,17,3,253,985,476,16,3,1,4,6,250,223,89.2,8,Matches
1560,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,27-240,1993,9.0,630,82,376,293,10,3,623,3,3,100.0,3,0,450,2525,1494,35,4,0,1,0,481,474,98.5,1,Matches
1561,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,26-098,1995,17.7,1173,149,629,567,51,23,1126,1,2,50.0,2,0,750,3876,2370,47,4,0,4,2,857,832,97.1,2,Matches
1562,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,27-270,1993,5.3,154,8,17,65,86,27,144,11,17,64.7,11,0,100,406,191,8,5,2,13,12,225,117,52.0,35,Matches
1563,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,29-211,1991,12.1,636,24,160,417,92,4,623,11,14,78.6,11,1,360,1211,559,25,5,0,14,9,458,413,90.2,21,Matches
1564,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,24-109,1997,1.0,68,3,9,44,15,0,58,0,1,0.0,0,0,38,143,75,7,0,0,0,1,36,34,94.4,1,Matches
1565,Adrián Marín\Adrian-Marin,es ESP,DF,Granada,es La Liga,24-109,1997,1.9,100,4,32,59,12,0,80,3,3,100.0,3,0,37,162,102,3,2,0,0,0,45,38,84.4,1,Matches
1566,Răzvan Marin\Razvan-Marin,ro ROU,MF,Cagliari,it Serie A,24-340,1996,29.4,1791,50,386,1006,550,39,1601,30,56,53.6,32,2,1149,7095,3550,138,59,12,28,32,1318,1173,89.0,76,Matches
1567,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,26-357,1994,19.5,1536,163,781,844,37,22,1503,1,1,100.0,1,0,1098,6783,4214,79,7,1,5,2,1201,1176,97.9,6,Matches
1568,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,25-233,1995,17.5,1572,169,675,983,37,7,1542,4,6,66.7,4,0,1167,7008,4217,110,4,0,1,1,1265,1253,99.1,0,Matches
1569,Omar Marmoush\Omar-Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22-080,1999,0.0,1,0,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,1,Matches
1570,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26-349,1994,19.6,1629,193,726,936,83,18,1605,1,3,33.3,1,0,1163,6069,3678,88,12,0,3,4,1266,1245,98.3,8,Matches
1571,Luca Marrone\Luca-Marrone,it ITA,DF,Crotone,it Serie A,31-031,1990,15.1,1036,230,660,407,8,4,983,1,2,50.0,1,1,622,3278,1682,26,0,0,1,2,695,691,99.4,1,Matches
1572,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,30-115,1991,21.3,643,8,48,319,307,96,604,13,21,61.9,14,1,400,1503,519,29,10,8,47,25,942,477,50.6,175,Matches
1573,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,25-144,1995,16.4,702,12,58,283,416,121,693,34,52,65.4,35,1,566,2992,1560,96,28,17,37,47,881,579,65.7,159,Matches
1574,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,24-006,1997,2.9,184,6,43,89,59,1,141,5,7,71.4,5,0,117,465,200,8,1,0,4,1,145,116,80.0,7,Matches
1575,Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,es La Liga,24-006,1997,12.6,769,35,223,377,206,11,652,13,18,72.2,13,0,484,1910,1019,57,21,1,5,8,524,469,89.5,32,Matches
1576,Álex Martín\Alex-Martin,es ESP,DF,Cádiz,es La Liga,23-093,1998,0.1,3,0,0,2,1,0,3,0,0,,0,0,3,10,7,0,0,0,0,0,3,3,100.0,0,Matches
1577,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,31-019,1990,5.4,440,9,91,312,54,4,427,4,6,66.7,4,0,281,1001,436,17,0,1,4,9,336,315,93.8,7,Matches
1578,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,19-314,2001,4.7,162,6,23,50,98,33,160,12,19,63.2,12,0,110,681,464,20,6,6,9,7,181,106,58.6,32,Matches
1579,Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,Fiorentina,it Serie A,24-353,1996,15.5,931,118,465,452,93,18,889,13,20,65.0,14,1,577,4336,2359,51,25,0,11,8,608,585,96.2,5,Matches
1580,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,eng Premier League,28-238,1992,32.0,1145,980,1136,12,0,0,828,0,0,,0,0,559,2566,1539,0,0,0,0,0,495,493,99.6,0,Matches
1581,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,29-346,1991,24.0,1466,158,738,806,53,16,1397,6,7,85.7,6,0,875,6303,3630,94,11,1,5,5,957,933,97.5,7,Matches
1582,Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,es La Liga,21-127,1999,3.6,138,5,32,78,38,3,137,2,4,50.0,3,0,74,416,215,4,3,0,3,4,104,75,72.1,8,Matches
1583,Javi Martínez\Javi-Martinez,es ESP,MFDF,Bayern Munich,de Bundesliga,32-238,1988,4.6,424,23,116,293,36,5,417,0,1,0.0,0,0,261,1520,762,28,5,0,2,3,310,301,97.1,5,Matches
1584,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,23-249,1997,24.9,907,11,76,370,512,191,895,32,66,48.5,37,1,586,2434,1482,75,23,29,74,52,1061,655,61.7,239,Matches
1585,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,32-066,1989,6.0,365,44,214,183,3,2,350,0,0,,0,0,223,1346,853,13,1,0,1,2,239,234,97.9,0,Matches
1586,Gelson Martins\Gelson-Martins,pt POR,MFFW,Monaco,fr Ligue 1,25-352,1995,15.4,810,7,86,348,440,86,807,40,69,58.0,41,2,680,3565,1954,119,25,17,45,50,813,598,73.6,130,Matches
1587,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,28-193,1992,28.2,1523,87,471,667,488,60,1349,23,45,51.1,23,1,931,5216,2669,115,32,10,18,21,1114,954,85.6,102,Matches
1588,Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,35-013,1986,2.2,112,6,22,66,29,4,109,4,4,100.0,4,0,88,492,292,12,3,2,3,7,92,77,83.7,9,Matches
1589,Marvin\Marvin,es ESP,DFFW,Real Madrid,es La Liga,20-299,2000,1.0,80,2,12,48,25,2,70,0,0,,0,0,46,229,105,6,3,0,3,3,61,46,75.4,6,Matches
1590,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,28-085,1993,19.6,1090,72,354,679,110,4,1047,15,21,71.4,17,0,606,3174,1124,31,9,0,10,11,670,633,94.5,6,Matches
1591,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,35-082,1986,24.0,1395,171,692,677,83,10,1346,2,3,66.7,2,0,782,3273,1743,51,13,1,2,1,900,875,97.2,3,Matches
1592,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,32-115,1989,21.0,715,646,710,5,0,0,455,0,0,,0,0,280,1453,954,0,0,0,0,0,246,246,100.0,0,Matches
1593,Roberto Massimo\Roberto-Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20-198,2000,6.4,324,17,96,141,119,26,288,17,34,50.0,19,0,215,1030,529,18,12,2,23,12,246,182,74.0,40,Matches
1594,Giuseppe Mastinu\Giuseppe-Mastinu,it ITA,FW,Spezia,it Serie A,29-201,1991,0.4,19,0,0,16,4,1,19,1,2,50.0,1,0,10,28,3,0,0,0,1,0,20,12,60.0,3,Matches
1595,Arthur Masuaku\Arthur-Masuaku,cd COD,DFFW,West Ham,eng Premier League,27-172,1993,11.2,680,38,187,328,227,12,636,30,47,63.8,30,1,477,2836,1894,77,31,4,8,17,497,450,90.5,25,Matches
1596,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,32-186,1988,19.5,710,11,34,316,381,93,684,9,18,50.0,11,0,412,1566,649,35,8,10,48,26,977,530,54.2,127,Matches
1597,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,eng Premier League,33-000,1988,3.8,219,4,22,100,107,15,210,2,3,66.7,2,0,152,861,417,29,9,4,4,9,215,182,84.7,28,Matches
1598,Pape Matar Sarr\Pape-Matar-Sarr,sn SEN,MF,Metz,fr Ligue 1,18-226,2002,13.8,878,34,220,579,167,12,865,10,21,47.6,10,0,645,4749,2280,89,34,2,21,15,650,600,92.3,15,Matches
1599,Eliot Matazo\Eliot-Matazo,be BEL,MF,Monaco,fr Ligue 1,19-072,2002,2.2,83,2,24,57,7,2,83,2,5,40.0,2,0,54,231,81,0,0,0,1,2,54,48,88.9,1,Matches
1600,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23-304,1997,2.0,66,3,14,38,18,7,62,1,2,50.0,2,1,33,118,51,4,1,1,5,6,102,44,43.1,12,Matches
1601,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23-304,1997,11.1,395,10,35,199,183,55,366,15,25,60.0,17,1,246,727,247,20,3,6,38,35,549,288,52.5,104,Matches
1602,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,32-270,1988,10.2,903,29,253,592,167,8,881,10,13,76.9,10,0,650,4317,2703,93,33,2,5,9,709,682,96.2,7,Matches
1603,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,29-263,1991,7.7,583,51,268,335,24,6,575,0,0,,0,0,353,2008,1296,38,12,0,0,2,431,422,97.9,0,Matches
1604,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,20-231,2000,2.4,63,2,15,20,36,3,63,2,8,25.0,4,1,50,405,217,5,3,0,5,4,71,40,56.3,14,Matches
1605,Ryder Matos\Ryder-Matos,br BRA,MF,Udinese,it Serie A,28-060,1993,0.1,9,0,0,5,6,1,9,0,0,,0,0,8,105,90,4,2,0,0,1,9,9,100.0,1,Matches
1606,Chrislain Matsima\Chrislain-Matsima,fr FRA,DF,Monaco,fr Ligue 1,18-348,2002,3.9,306,20,100,188,38,5,294,4,5,80.0,4,0,228,1185,743,28,7,0,0,2,227,220,96.9,3,Matches
1607,Federico Mattiello\Federico-Mattiello,it ITA,DF,Spezia,it Serie A,25-288,1995,0.4,44,0,12,24,11,0,37,0,0,,0,0,29,196,111,2,0,0,0,0,30,28,93.3,0,Matches
1608,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,eng Premier League,24-257,1996,25.9,894,14,75,378,494,164,844,22,37,59.5,23,1,613,3215,1450,85,25,16,56,57,1222,650,53.2,231,Matches
1609,Tony Mauricio\Tony-Mauricio,fr FRA,MF,Lens,fr Ligue 1,27-037,1994,5.2,385,5,55,208,152,8,340,7,11,63.6,7,0,244,995,473,19,9,3,8,11,289,258,89.3,28,Matches
1610,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22-332,1998,19.4,708,10,108,331,344,78,694,30,66,45.5,34,0,532,3316,1936,86,28,18,62,46,818,519,63.4,148,Matches
1611,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23-138,1997,15.4,1204,124,557,616,93,21,1078,12,17,70.6,12,0,600,2882,1521,46,8,0,12,9,677,657,97.0,5,Matches
1612,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,32-036,1989,8.9,302,7,19,127,173,45,298,16,22,72.7,17,1,223,862,385,24,4,4,20,20,398,235,59.0,72,Matches
1613,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,24-023,1997,0.3,9,0,1,3,7,3,9,0,1,0.0,0,0,7,14,5,0,0,0,0,2,16,7,43.8,5,Matches
1614,Borja Mayoral\Borja-Mayoral,es ESP,FW,Roma,it Serie A,24-023,1997,14.8,461,4,22,216,254,75,437,13,22,59.1,14,1,349,1542,736,37,16,11,27,30,759,374,49.3,126,Matches
1615,Youssef Maziz\Youssef-Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22-308,1998,2.3,107,2,17,66,34,3,92,3,5,60.0,3,0,66,318,182,9,5,0,4,2,86,69,80.2,4,Matches
1616,Antonio Mazzotta\Antonio-Mazzotta,it ITA,DF,Crotone,it Serie A,31-269,1989,0.6,16,1,4,9,5,1,14,1,1,100.0,1,0,9,62,48,1,1,0,3,0,14,11,78.6,1,Matches
1617,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26-009,1995,15.9,1125,67,303,548,352,24,974,29,54,53.7,32,3,636,3218,1948,95,40,5,24,18,708,614,86.7,39,Matches
1618,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,22-129,1998,24.6,1331,6,59,472,924,249,1280,86,184,46.7,96,13,1070,5968,4053,246,66,64,67,60,1487,1128,75.9,301,Matches
1619,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,26-160,1994,4.8,241,22,83,134,40,3,201,3,7,42.9,3,0,143,593,247,9,5,0,1,2,149,137,91.9,3,Matches
1620,Jean-Manuel Mbom\Jean-Manuel-Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,21-063,2000,12.3,485,36,164,221,131,13,458,8,15,53.3,8,0,264,1259,688,37,17,4,17,17,367,278,75.7,40,Matches
1621,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,19-043,2002,21.2,731,12,110,343,348,55,709,33,46,71.7,34,0,563,3000,1762,96,32,8,31,44,720,515,71.5,91,Matches
1622,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,33-203,1987,16.3,953,50,276,590,139,19,912,17,22,77.3,18,1,560,2906,1392,56,21,2,11,14,586,534,91.1,25,Matches
1623,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,24-328,1996,14.7,602,30,55,249,315,58,593,9,21,42.9,10,2,252,1036,490,27,8,3,25,25,705,452,64.1,99,Matches
1624,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,31-146,1989,26.0,998,772,991,8,0,0,774,2,2,100.0,2,0,516,1837,986,0,0,0,1,0,531,530,99.8,0,Matches
1625,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,30-167,1990,6.5,296,24,86,182,38,0,286,3,3,100.0,3,0,154,521,201,11,2,0,2,1,163,154,94.5,3,Matches
1626,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,26-192,1994,31.0,1498,61,276,862,457,55,1444,49,65,75.4,50,1,1034,4477,2428,104,35,3,33,45,1153,989,85.8,94,Matches
1627,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,33-150,1987,21.7,1037,27,92,442,568,79,1014,36,63,57.1,44,3,680,2978,1159,66,29,11,49,40,1224,788,64.4,163,Matches
1628,Weston McKennie\Weston-McKennie,us USA,MF,Juventus,it Serie A,22-243,1998,16.1,854,36,163,436,301,72,835,13,21,61.9,16,0,522,2453,1307,55,24,5,24,23,765,592,77.4,109,Matches
1629,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,21-157,1999,29.7,1465,44,237,791,596,44,1335,57,98,58.2,60,7,1060,7056,3096,151,56,18,37,51,1142,930,81.4,67,Matches
1630,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,24-141,1996,21.0,1372,78,399,795,296,32,1345,19,29,65.5,19,0,946,5203,2924,114,40,5,30,25,1015,954,94.0,36,Matches
1631,Gary Medel\Gary-Medel,cl CHI,DFMF,Bologna,it Serie A,33-268,1987,5.1,342,37,164,182,25,1,327,2,2,100.0,2,1,221,1162,582,9,2,0,2,2,223,217,97.3,1,Matches
1632,Facundo Medina\Facundo-Medina,ar ARG,DF,Lens,fr Ligue 1,21-335,1999,19.7,1619,131,731,952,43,12,1577,8,14,57.1,9,0,1136,6526,4070,125,7,0,8,12,1174,1140,97.1,4,Matches
1633,Nathan de Medina\Nathan-de-Medina,be BEL,DF,Arminia,de Bundesliga,23-202,1997,6.7,403,28,146,194,76,3,310,5,10,50.0,6,1,182,713,254,9,3,1,5,17,185,164,88.6,3,Matches
1634,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,31-217,1989,25.9,1249,220,655,583,55,38,1218,3,5,60.0,3,0,547,2252,926,14,2,0,5,2,622,587,94.4,3,Matches
1635,Joshua Mees\Joshua-Mees,de GER,FW,Union Berlin,de Bundesliga,25-013,1996,0.1,5,0,0,0,5,2,5,0,0,,0,0,2,5,4,0,0,0,0,0,6,5,83.3,2,Matches
1636,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,30-043,1991,9.1,535,5,53,255,261,37,513,9,12,75.0,10,1,376,1548,687,50,16,6,15,15,518,392,75.7,65,Matches
1637,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,27-042,1994,10.2,493,12,124,272,119,10,492,24,36,66.7,24,0,362,1625,823,29,9,0,16,17,403,355,88.1,26,Matches
1638,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Milan,it Serie A,27-042,1994,5.3,291,15,64,179,69,5,283,12,15,80.0,12,0,183,973,544,24,8,0,2,6,199,171,85.9,12,Matches
1639,Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,fr Ligue 1,23-289,1997,2.8,174,1,27,84,81,18,171,14,27,51.9,16,1,145,850,548,26,7,7,11,13,165,126,76.4,30,Matches
1640,Filippo Melegoni\Filippo-Melegoni,it ITA,MF,Genoa,it Serie A,22-069,1999,2.5,188,10,40,96,63,3,174,6,11,54.5,6,0,138,632,332,20,8,0,5,7,146,133,91.1,16,Matches
1641,Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,es La Liga,27-116,1994,15.8,959,29,176,584,247,35,932,12,21,57.1,13,0,665,3080,1570,82,22,2,17,10,844,716,84.8,64,Matches
1642,Birger Meling\Birger-Meling,no NOR,DF,Nîmes,fr Ligue 1,26-132,1994,21.9,1368,88,489,623,352,37,1140,18,27,66.7,19,0,739,4253,2301,104,33,7,14,18,816,705,86.4,54,Matches
1643,Arthur Melo\Arthur-Melo,br BRA,MF,Juventus,it Serie A,24-259,1996,11.8,1085,46,295,669,212,9,1068,14,16,87.5,14,0,837,4212,1766,74,20,1,10,12,915,882,96.4,19,Matches
1644,Houboulang Mendes\Houboulang-Mendes,fr FRA,DF,Lorient,fr Ligue 1,22-359,1998,14.4,776,40,247,329,240,12,616,7,18,38.9,7,2,397,1640,953,53,20,1,24,22,465,405,87.1,40,Matches
1645,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,30-209,1990,18.1,965,97,569,429,31,7,942,3,3,100.0,3,0,570,3095,1704,34,6,0,2,4,643,626,97.4,2,Matches
1646,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,29-044,1992,23.0,1617,59,356,1043,290,17,1570,13,20,65.0,13,0,1081,4499,2313,78,20,2,11,14,1165,1111,95.4,35,Matches
1647,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,24-111,1997,24.9,1315,23,207,704,471,66,1280,15,47,31.9,19,2,898,3368,1693,87,33,8,47,45,1297,948,73.1,125,Matches
1648,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,31-116,1990,20.7,690,22,135,332,266,57,664,26,47,55.3,32,0,433,2355,1217,58,16,15,44,28,684,423,61.8,87,Matches
1649,Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,es La Liga,21-307,1999,0.7,18,0,5,7,8,1,18,0,0,,0,0,11,44,33,0,0,0,2,1,14,10,71.4,3,Matches
1650,Batista Mendy\Batista-Mendy,fr FRA,MF,Nantes,fr Ligue 1,21-106,2000,0.8,45,3,10,38,3,0,44,2,2,100.0,2,0,33,190,109,5,1,0,1,2,35,31,88.6,3,Matches
1651,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,26-285,1994,8.5,596,19,117,301,207,12,521,11,14,78.6,11,1,362,1433,881,44,12,2,4,6,429,394,91.8,21,Matches
1652,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,29-058,1992,1.0,30,26,30,1,0,0,22,0,0,,0,0,17,91,64,0,0,0,0,0,16,16,100.0,0,Matches
1653,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,eng Premier League,29-058,1992,27.0,932,796,927,7,0,0,748,1,1,100.0,1,0,531,2084,809,0,0,0,1,0,557,553,99.3,0,Matches
1654,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,25-324,1995,24.5,1719,75,498,775,593,53,1550,37,63,58.7,41,2,1268,7194,4393,196,58,22,21,32,1351,1236,91.5,68,Matches
1655,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,eng Premier League,28-309,1992,15.3,1049,24,229,697,183,1,1038,6,13,46.2,7,1,792,3453,1636,62,16,0,17,13,809,776,95.9,12,Matches
1656,Hamza Mendyl\Hamza-Mendyl,ma MAR,FW,Schalke 04,de Bundesliga,23-189,1997,1.1,43,1,6,23,17,2,41,2,2,100.0,2,0,27,166,63,3,2,0,2,3,43,27,62.8,5,Matches
1657,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,24-011,1997,14.4,825,118,508,333,22,2,803,1,1,100.0,1,1,452,2018,978,16,2,0,2,3,514,498,96.9,2,Matches
1658,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,24-037,1997,17.0,523,477,521,2,0,0,423,0,0,,0,0,256,974,485,0,0,0,0,0,281,278,98.9,0,Matches
1659,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,24-310,1996,23.9,1516,50,240,917,428,59,1497,30,38,78.9,32,0,1005,3870,1846,95,28,3,32,31,1259,1071,85.1,101,Matches
1660,Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,es La Liga,25-320,1995,5.9,312,12,47,118,169,20,272,2,7,28.6,2,0,204,1050,601,32,12,5,12,11,253,197,77.9,23,Matches
1661,Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Hellas Verona,it Serie A,24-117,1997,4.6,238,27,99,123,24,2,228,3,7,42.9,3,0,130,627,246,10,2,0,1,1,124,121,97.6,3,Matches
1662,Dries Mertens\Dries-Mertens,be BEL,FWMF,Napoli,it Serie A,33-357,1987,15.4,595,9,43,223,352,88,531,11,22,50.0,12,1,371,1592,914,61,12,8,11,10,612,419,68.5,122,Matches
1663,Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,es La Liga,31-325,1989,16.0,943,46,212,582,229,13,879,18,25,72.0,18,1,657,3937,2017,82,26,5,17,35,661,600,90.8,27,Matches
1664,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,eng Premier League,21-057,2000,32.0,1345,1220,1344,1,0,0,1039,0,0,,0,0,678,3019,1562,0,0,0,2,1,665,661,99.4,0,Matches
1665,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,33-308,1987,28.6,2486,0,60,1196,1463,207,2294,122,192,63.5,130,5,2089,11255,6910,432,156,44,34,80,2503,2144,85.7,233,Matches
1666,Junior Messias\Junior-Messias,br BRA,FWMF,Crotone,it Serie A,29-350,1991,31.7,1598,51,255,828,698,106,1503,87,143,60.8,94,6,1170,8470,5562,269,99,30,93,70,1538,1100,71.5,207,Matches
1667,Thomas Meunier\Thomas-Meunier,be BEL,DF,Dortmund,de Bundesliga,29-228,1991,15.4,1310,55,363,655,404,37,1178,20,25,80.0,21,1,848,5104,3016,141,54,6,15,14,990,914,92.3,70,Matches
1668,Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,32-232,1988,6.3,436,47,218,223,19,3,409,4,5,80.0,4,0,283,1443,744,15,3,0,0,2,293,283,96.6,0,Matches
1669,Max Meyer\Max-Meyer,de GER,MF,Köln,de Bundesliga,25-222,1995,3.6,278,3,46,163,88,8,268,3,3,100.0,3,0,194,889,369,20,5,1,7,5,243,205,84.4,11,Matches
1670,Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,es La Liga,27-039,1994,5.5,279,16,110,168,16,0,272,1,4,25.0,1,0,158,625,337,12,3,0,7,4,203,192,94.6,2,Matches
1671,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,32-273,1988,7.9,516,18,137,310,104,2,465,3,4,75.0,3,0,311,1590,765,24,10,0,5,12,345,321,93.0,8,Matches
1672,Clément Michelin\Clement-Michelin,fr FRA,DF,Lens,fr Ligue 1,23-352,1997,11.6,742,40,180,355,246,17,608,3,5,60.0,3,0,378,1877,1101,50,14,2,7,8,459,409,89.1,27,Matches
1673,Edouard Michut\Edouard-Michut,fr FRA,MF,Paris S-G,fr Ligue 1,18-055,2003,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,Matches
1674,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,24-239,1996,17.1,1121,124,660,484,63,12,1052,1,3,33.3,2,0,690,4264,2294,28,3,1,4,5,749,722,96.4,8,Matches
1675,Valentin Mihaila\Valentin-Mihaila,ro ROU,FWMF,Parma,it Serie A,21-085,2000,7.8,297,9,43,128,157,37,289,13,25,52.0,15,0,211,1475,839,38,14,8,26,7,326,216,66.3,59,Matches
1676,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,23-198,1997,29.7,1842,220,820,972,163,28,1722,9,12,75.0,9,0,1027,5735,3266,101,19,1,9,4,1152,1100,95.5,17,Matches
1677,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Marseille,fr Ligue 1,27-059,1994,9.6,318,8,19,160,149,44,296,7,12,58.3,9,2,184,692,360,23,3,4,27,10,494,239,48.4,69,Matches
1678,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,26-060,1995,27.7,2009,77,405,1082,658,94,1967,21,41,51.2,25,3,1323,6745,3064,134,44,13,62,50,1791,1515,84.6,139,Matches
1679,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,Torino,it Serie A,24-067,1997,5.0,189,156,189,1,0,0,138,0,0,,0,0,101,530,301,0,0,0,0,0,87,87,100.0,0,Matches
1680,Éder Militão\Eder-Militao,br BRA,DFMF,Real Madrid,es La Liga,23-100,1998,7.6,552,88,336,221,19,5,543,2,3,66.7,2,0,350,1953,844,21,3,0,3,1,376,373,99.2,1,Matches
